ID	PARAMETER_ID	CONCEPT	DOCULECT	LANGUAGE_NAME	VALUE	FORM	TOKENS	GLOTTOLOG	CONCEPTICON	LATITUDE	LONGITUDE	COGNACY	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	IPA	DUPLICATES	SCAID	INFERRED_CLASS
57334	56_dog	Dog	NAGPURI	NAGPURI	kutrā	kutrā	k u t̪ r ʌː	varh1239		20.7139	79.7516		1 7 1 5 7	AXBCZ	KYTRE	69	69.K.C 69.Y.V 69.T.C 69.R.C 69.E.V	2.0 1.5 1.75 1.5 0.8	kut̪rʌː	0	215	Dog:215
57335	56_dog	Dog	KONKANI	KONKANI	suṇẽ	suṇẽ	s u ɳ ẽ	konk1267		19.2414	73.9166		3 7 4 7	AXBZ	SYNE	56	56.S.C 56.Y.V 56.N.C 56.E.V	2.0 1.5 1.75 0.8	suɳẽ	0	216	Dog:216
57336	56_dog	Dog	SINGHALESE	SINGHALESE	ballā	ballā	b ʌ l l ʌː	sinh1246		8.0	81.0		1 7 5 5 7	AXMBZ	PELLE	97	97.P.C 97.E.V 97.L.c 97.L.C 97.E.V	2.0 1.5 1.1 1.75 0.8	bʌllʌː	0	219	Dog:219
57337	56_dog	Dog	ORIYA	ORIYA	kukkura	kukkura	k u k k u r ʌ	oriy1255		21.0	85.0		1 7 1 1 7 5 7	AXMBYBZ	KYKKYRE	73	73.K.C 73.Y.V 73.K.c 73.K.C 73.Y.V 73.R.C 73.E.V	2.0 1.5 1.1 1.75 1.3 1.75 0.8	kukkurʌ	0	215	Dog:215
57338	56_dog	Dog	BIHARIMAITHILI	BIHARI_MAITHILI	kukur	kukur	k u k u r	mait1250		26.3817	86.2211		1 7 1 7 5	AXBYN	KYKYR	14	14.K.C 14.Y.V 14.K.C 14.Y.V 14.R.c	2.0 1.5 1.75 1.3 0.8	kukur	0	215	Dog:215
57339	56_dog	Dog	MAGAHI	MAGAHI	kukur	kukur	k u k u r	maga1260		25.0915	85.3335		1 7 1 7 5	AXBYN	KYKYR	61	61.K.C 61.Y.V 61.K.C 61.Y.V 61.R.c	2.0 1.5 1.75 1.3 0.8	kukur	0	215	Dog:215
57340	56_dog	Dog	MAGAHI	MAGAHI	kuttā	kuttā	k u t̪ t̪ ʌː	maga1260		25.0915	85.3335		1 7 1 1 7	AXMBZ	KYTTE	61	61.K.C 61.Y.V 61.T.c 61.T.C 61.E.V	2.0 1.5 1.1 1.75 0.8	kut̪t̪ʌː	0	215	Dog:215
57341	56_dog	Dog	BHOJPURINORTHERN	BHOJPURI_NORTHERN	kuttā	kuttā	k u t̪ t̪ ʌː	nort2656					1 7 1 1 7	AXMBZ	KYTTE	12	12.K.C 12.Y.V 12.T.c 12.T.C 12.E.V	2.0 1.5 1.1 1.75 0.8	kut̪t̪ʌː	0	215	Dog:215
57342	56_dog	Dog	BHOJPURISOUTHERN	BHOJPURI_SOUTHERN	kūkur	kūkur	k uː k u r	sout2661					1 7 1 7 5	AXBYN	KYKYR	13	13.K.C 13.Y.V 13.K.C 13.Y.V 13.R.c	2.0 1.5 1.75 1.3 0.8	kuːkur	0	215	Dog:215
57343	56_dog	Dog	NAGPURIA	NAGPURIA	kukur	kukur	k u k u r	sadr1248		23.6585	84.8114		1 7 1 7 5	AXBYN	KYKYR	70	70.K.C 70.Y.V 70.K.C 70.Y.V 70.R.c	2.0 1.5 1.75 1.3 0.8	kukur	0	215	Dog:215
57344	56_dog	Dog	BENGALIWRITTEN	BENGALI_WRITTEN	kukkur	kukkur	k u k k u r	beng1280		24.0	90.0		1 7 1 1 7 5	AXMBYN	KYKKYR	9	9.K.C 9.Y.V 9.K.c 9.K.C 9.Y.V 9.R.c	2.0 1.5 1.1 1.75 1.3 0.8	kukkur	0	215	Dog:215
57345	56_dog	Dog	BENGALIWRITTEN	BENGALI_WRITTEN	kukur	kukur	k u k u r	beng1280		24.0	90.0		1 7 1 7 5	AXBYN	KYKYR	9	9.K.C 9.Y.V 9.K.C 9.Y.V 9.R.c	2.0 1.5 1.75 1.3 0.8	kukur	0	215	Dog:215
57348	56_dog	Dog	SOUTHWESTERNBENGALI	SOUTH_WESTERN_BENGALI	kuttā	kuttā	k u t̪ t̪ ʌː	beng1280		24.0	90.0		1 7 1 1 7	AXMBZ	KYTTE	100	100.K.C 100.Y.V 100.T.c 100.T.C 100.E.V	2.0 1.5 1.1 1.75 0.8	kut̪t̪ʌː	0	215	Dog:215
57349	56_dog	Dog	SIRIPURIA	SIRIPURIA	kuttā	kuttā	k u t̪ t̪ ʌː	siri1268					1 7 1 1 7	AXMBZ	KYTTE	98	98.K.C 98.Y.V 98.T.c 98.T.C 98.E.V	2.0 1.5 1.1 1.75 0.8	kut̪t̪ʌː	0	215	Dog:215
57350	56_dog	Dog	EASTERNBENGALI	EASTERN_BENGALI	kuttā	kuttā	k u t̪ t̪ ʌː	east2744					1 7 1 1 7	AXMBZ	KYTTE	29	29.K.C 29.Y.V 29.T.c 29.T.C 29.E.V	2.0 1.5 1.1 1.75 0.8	kut̪t̪ʌː	0	215	Dog:215
57351	56_dog	Dog	EASTERNBENGALIOFCACHAR	EASTERN_BENGALI_OF_CACHAR	kukur	kukur	k u k u r	sylh1242		24.83724	92.25347		1 7 1 7 5	AXBYN	KYKYR	30	30.K.C 30.Y.V 30.K.C 30.Y.V 30.R.c	2.0 1.5 1.75 1.3 0.8	kukur	0	215	Dog:215
57352	56_dog	Dog	EASTERNBENGALIOFCHITTAGONG	EASTERN_BENGALI_OF_CHITTAGONG	kuttā	kuttā	k u t̪ t̪ ʌː	chit1275		20.831	93.1695		1 7 1 1 7	AXMBZ	KYTTE	31	31.K.C 31.Y.V 31.T.c 31.T.C 31.E.V	2.0 1.5 1.1 1.75 0.8	kut̪t̪ʌː	0	215	Dog:215
57353	56_dog	Dog	EASTERNBENGALIOFCHITTAGONG	EASTERN_BENGALI_OF_CHITTAGONG	kũur	kũur	k ũ u r	chit1275		20.831	93.1695		1 7 7 5	AXYN	KYYR	31	31.K.C 31.Y.V 31.Y.V 31.R.c	2.0 1.5 1.3 0.8	kũur	0	215	Dog:215
57354	56_dog	Dog	CHAKMA	CHAKMA	kukur	kukur	k u k u r	chak1266		23.00148	92.339		1 7 1 7 5	AXBYN	KYKYR	18	18.K.C 18.Y.V 18.K.C 18.Y.V 18.R.c	2.0 1.5 1.75 1.3 0.8	kukur	0	215	Dog:215
57355	56_dog	Dog	ASSAMESE	ASSAMESE	kukur	kukur	k u k u r	assa1263		26.0876	91.2932		1 7 1 7 5	AXBYN	KYKYR	1	1.K.C 1.Y.V 1.K.C 1.Y.V 1.R.c	2.0 1.5 1.75 1.3 0.8	kukur	0	215	Dog:215
57356	56_dog	Dog	EASTERNHINDIAWADHI	EASTERN_HINDI_AWADHI	kūkur	kūkur	k uː k u r	awad1243		27.5907	82.4663		1 7 1 7 5	AXBYN	KYKYR	32	32.K.C 32.Y.V 32.K.C 32.Y.V 32.R.c	2.0 1.5 1.75 1.3 0.8	kuːkur	0	215	Dog:215
57357	56_dog	Dog	BAGHELI	BAGHELI	kūkur	kūkur	k uː k u r	bagh1251		24.6837	87.4994		1 7 1 7 5	AXBYN	KYKYR	4	4.K.C 4.Y.V 4.K.C 4.Y.V 4.R.c	2.0 1.5 1.75 1.3 0.8	kuːkur	0	215	Dog:215
57358	56_dog	Dog	CHHATTISGARHI	CHHATTISGARHI	kūkur	kūkur	k uː k u r	chha1249		20.3601	82.0483		1 7 1 7 5	AXBYN	KYKYR	21	21.K.C 21.Y.V 21.K.C 21.Y.V 21.R.c	2.0 1.5 1.75 1.3 0.8	kuːkur	0	215	Dog:215
57359	56_dog	Dog	WESTERNHINDIHINDOSTANI	WESTERN_HINDI_HINDOSTANI	kuttā	kuttā	k u t̪ t̪ ʌː	hind1269		25.0	77.0		1 7 1 1 7	AXMBZ	KYTTE	108	108.K.C 108.Y.V 108.T.c 108.T.C 108.E.V	2.0 1.5 1.1 1.75 0.8	kut̪t̪ʌː	0	215	Dog:215
57360	56_dog	Dog	VERNACULARHINDOSTANI	VERNACULAR_HINDOSTANI	kuttā	kuttā	k u t̪ t̪ ʌː	hind1269		25.0	77.0		1 7 1 1 7	AXMBZ	KYTTE	103	103.K.C 103.Y.V 103.T.c 103.T.C 103.E.V	2.0 1.5 1.1 1.75 0.8	kut̪t̪ʌː	0	215	Dog:215
57361	56_dog	Dog	DAKHINI	DAKHINI	kuttā	kuttā	k u t̪ t̪ ʌː	decc1239		18.5919	75.717		1 7 1 1 7	AXMBZ	KYTTE	26	26.K.C 26.Y.V 26.T.c 26.T.C 26.E.V	2.0 1.5 1.1 1.75 0.8	kut̪t̪ʌː	0	215	Dog:215
57362	56_dog	Dog	BANGARU	BANGARU	kuttā	kuttā	k u t̪ t̪ ʌː	hary1238		29.0166	76.0432		1 7 1 1 7	AXMBZ	KYTTE	7	7.K.C 7.Y.V 7.T.c 7.T.C 7.E.V	2.0 1.5 1.1 1.75 0.8	kut̪t̪ʌː	0	215	Dog:215
57363	56_dog	Dog	BRAJBHAKHA	BRAJ_BHAKHA	kuttā	kuttā	k u t̪ t̪ ʌː	braj1242		26.4758	78.0813		1 7 1 1 7	AXMBZ	KYTTE	15	15.K.C 15.Y.V 15.T.c 15.T.C 15.E.V	2.0 1.5 1.1 1.75 0.8	kut̪t̪ʌː	0	215	Dog:215
57364	56_dog	Dog	KANAUJI	KANAUJI	kūkuru	kūkuru	k uː k u r u	kana1281		27.1074	79.2883		1 7 1 7 5 7	AXBYBZ	KYKYRY	45	45.K.C 45.Y.V 45.K.C 45.Y.V 45.R.C 45.Y.V	2.0 1.5 1.75 1.3 1.75 0.8	kuːkuru	0	215	Dog:215
57365	56_dog	Dog	BUNDELI	BUNDELI	kuttā	kuttā	k u t̪ t̪ ʌː	bund1253		24.8982	78.9542		1 7 1 1 7	AXMBZ	KYTTE	16	16.K.C 16.Y.V 16.T.c 16.T.C 16.E.V	2.0 1.5 1.1 1.75 0.8	kut̪t̪ʌː	0	215	Dog:215
57366	56_dog	Dog	BANAPHARI	BANAPHARI	kuttā	kuttā	k u t̪ t̪ ʌː	bana1281					1 7 1 1 7	AXMBZ	KYTTE	6	6.K.C 6.Y.V 6.T.c 6.T.C 6.E.V	2.0 1.5 1.1 1.75 0.8	kut̪t̪ʌː	0	215	Dog:215
57367	56_dog	Dog	PANJABIWRITTEN	PANJABI_WRITTEN	kuttā	kuttā	k u t̪ t̪ ʌː	panj1256		30.0368	75.6702		1 7 1 1 7	AXMBZ	KYTTE	78	78.K.C 78.Y.V 78.T.c 78.T.C 78.E.V	2.0 1.5 1.1 1.75 0.8	kut̪t̪ʌː	0	215	Dog:215
57369	56_dog	Dog	POWADHI	POWADHI	kuttā	kuttā	k u t̪ t̪ ʌː	powa1246		21.797	79.239		1 7 1 1 7	AXMBZ	KYTTE	86	86.K.C 86.Y.V 86.T.c 86.T.C 86.E.V	2.0 1.5 1.1 1.75 0.8	kut̪t̪ʌː	0	215	Dog:215
57370	56_dog	Dog	DOGRI	DOGRI	kuttā	kuttā	k u t̪ t̪ ʌː	dogr1250		32.5534	75.7111		1 7 1 1 7	AXMBZ	KYTTE	28	28.K.C 28.Y.V 28.T.c 28.T.C 28.E.V	2.0 1.5 1.1 1.75 0.8	kut̪t̪ʌː	0	215	Dog:215
57371	56_dog	Dog	KANGRA	KANGRA	kuttā	kuttā	k u t̪ t̪ ʌː	kang1280		31.915	76.366		1 7 1 1 7	AXMBZ	KYTTE	46	46.K.C 46.Y.V 46.T.c 46.T.C 46.E.V	2.0 1.5 1.1 1.75 0.8	kut̪t̪ʌː	0	215	Dog:215
57372	56_dog	Dog	GUJARATISTANDARD	GUJARATI_STANDARD	kutᵃrō	kutᵃrō	k u t̪ ă r oː	guja1252		22.687	71.0962		1 7 1 7 5 7	AXBYBZ	KYTARU	38	38.K.C 38.Y.V 38.T.C 38.A.V 38.R.C 38.U.V	2.0 1.5 1.75 1.3 1.75 0.8	kut̪ăroː	0	215	Dog:215
57373	56_dog	Dog	CHAROTARI	CHAROTARI	kutᵃrō	kutᵃrō	k u t̪ ă r oː	guja1252		22.687	71.0962		1 7 1 7 5 7	AXBYBZ	KYTARU	20	20.K.C 20.Y.V 20.T.C 20.A.V 20.R.C 20.U.V	2.0 1.5 1.75 1.3 1.75 0.8	kut̪ăroː	0	215	Dog:215
57374	56_dog	Dog	KATHIYAWADI	KATHIYAWADI	kutᵃrō	kutᵃrō	k u t̪ ă r oː	kath1249					1 7 1 7 5 7	AXBYBZ	KYTARU	49	49.K.C 49.Y.V 49.T.C 49.A.V 49.R.C 49.U.V	2.0 1.5 1.75 1.3 1.75 0.8	kut̪ăroː	0	215	Dog:215
57375	56_dog	Dog	KHARAWA	KHARAWA	kuṭᵃrō	kuṭᵃrō	k u ʈ ă r oː	khar1282					1 7 1 7 5 7	AXBYBZ	KYTARU	51	51.K.C 51.Y.V 51.T.C 51.A.V 51.R.C 51.U.V	2.0 1.5 1.75 1.3 1.75 0.8	kuʈăroː	0	215	Dog:215
57376	56_dog	Dog	GHISADI	GHISADI	kutᵃrō	kutᵃrō	k u t̪ ă r oː	guja1252		22.687	71.0962		1 7 1 7 5 7	AXBYBZ	KYTARU	37	37.K.C 37.Y.V 37.T.C 37.A.V 37.R.C 37.U.V	2.0 1.5 1.75 1.3 1.75 0.8	kut̪ăroː	0	215	Dog:215
57377	56_dog	Dog	RAJASTHANIMARWARI	RAJASTHANI_MARWARI	kuttō	kuttō	k u t̪ t̪ oː	marw1260		27.002	75.0656		1 7 1 1 7	AXMBZ	KYTTU	89	89.K.C 89.Y.V 89.T.c 89.T.C 89.U.V	2.0 1.5 1.1 1.75 0.8	kut̪t̪oː	0	215	Dog:215
57378	56_dog	Dog	RAJASTHANIMARWARI	RAJASTHANI_MARWARI	giṇḍak	giṇḍak	g i ɳ ɖ ʌ k	marw1260		27.002	75.0656		1 7 4 1 7 1	AXMBYN	KINTEK	89	89.K.C 89.I.V 89.N.c 89.T.C 89.E.V 89.K.c	2.0 1.5 1.1 1.75 1.3 0.8	giɳɖʌk	0	215	Dog:215
57379	56_dog	Dog	JAIPURI	JAIPURI	kūkᵃrō	kūkᵃrō	k uː k ă r oː	dhun1238		26.473	76.198		1 7 1 7 5 7	AXBYBZ	KYKARU	42	42.K.C 42.Y.V 42.K.C 42.A.V 42.R.C 42.U.V	2.0 1.5 1.75 1.3 1.75 0.8	kuːkăroː	0	215	Dog:215
57380	56_dog	Dog	JAIPURI	JAIPURI	gaṇḍak	gaṇḍak	g ʌ ɳ ɖ ʌ k	dhun1238		26.473	76.198		1 7 4 1 7 1	AXMBYN	KENTEK	42	42.K.C 42.E.V 42.N.c 42.T.C 42.E.V 42.K.c	2.0 1.5 1.1 1.75 1.3 0.8	gʌɳɖʌk	0	215	Dog:215
57381	56_dog	Dog	JAIPURI	JAIPURI	gãḍakᵃṛō	gãḍakᵃṛō	g ã ɖ ʌ k ă ɽ oː	dhun1238		26.473	76.198		1 7 1 7 1 7 5 7	AXBYBYBZ	KATEKARU	42	42.K.C 42.A.V 42.T.C 42.E.V 42.K.C 42.A.V 42.R.C 42.U.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	gãɖʌkăɽoː	0	215	Dog:215
57382	56_dog	Dog	MEWATI	MEWATI	kuttō	kuttō	k u t̪ t̪ oː	mewa1249		24.57	73.68		1 7 1 1 7	AXMBZ	KYTTU	66	66.K.C 66.Y.V 66.T.c 66.T.C 66.U.V	2.0 1.5 1.1 1.75 0.8	kut̪t̪oː	0	215	Dog:215
57383	56_dog	Dog	MEWATI	MEWATI	kūkᵃrō	kūkᵃrō	k uː k ă r oː	mewa1249		24.57	73.68		1 7 1 7 5 7	AXBYBZ	KYKARU	66	66.K.C 66.Y.V 66.K.C 66.A.V 66.R.C 66.U.V	2.0 1.5 1.75 1.3 1.75 0.8	kuːkăroː	0	215	Dog:215
57384	56_dog	Dog	GUJURIOFHAZARA	GUJURI_OF_HAZARA	kuttō	kuttō	k u t̪ t̪ oː	guja1253		33.7	75.11		1 7 1 1 7	AXMBZ	KYTTU	39	39.K.C 39.Y.V 39.T.c 39.T.C 39.U.V	2.0 1.5 1.1 1.75 0.8	kut̪t̪oː	0	215	Dog:215
57385	56_dog	Dog	MALVI	MALVI	kuttō	kuttō	k u t̪ t̪ oː	malv1243		23.488	75.562		1 7 1 1 7	AXMBZ	KYTTU	63	63.K.C 63.Y.V 63.T.c 63.T.C 63.U.V	2.0 1.5 1.1 1.75 0.8	kut̪t̪oː	0	215	Dog:215
57386	56_dog	Dog	MALVI	MALVI	kutᵃrō	kutᵃrō	k u t̪ ă r oː	malv1243		23.488	75.562		1 7 1 7 5 7	AXBYBZ	KYTARU	63	63.K.C 63.Y.V 63.T.C 63.A.V 63.R.C 63.U.V	2.0 1.5 1.75 1.3 1.75 0.8	kut̪ăroː	0	215	Dog:215
57387	56_dog	Dog	MALVI	MALVI	ṭēgᵃḍō	ṭēgᵃḍō	ʈ eː g ă ɖ oː	malv1243		23.488	75.562		1 7 1 7 1 7	AXBYBZ	TEKATU	63	63.T.C 63.E.V 63.K.C 63.A.V 63.T.C 63.U.V	2.0 1.5 1.75 1.3 1.75 0.8	ʈeːgăɖoː	0	215	Dog:215
57388	56_dog	Dog	NIMADI	NIMADI	kuttō	kuttō	k u t̪ t̪ oː	nima1243		22.1263	76.1264		1 7 1 1 7	AXMBZ	KYTTU	71	71.K.C 71.Y.V 71.T.c 71.T.C 71.U.V	2.0 1.5 1.1 1.75 0.8	kut̪t̪oː	0	215	Dog:215
57389	56_dog	Dog	NIMADI	NIMADI	kutrō	kutrō	k u t̪ r oː	nima1243		22.1263	76.1264		1 7 1 5 7	AXBCZ	KYTRU	71	71.K.C 71.Y.V 71.T.C 71.R.C 71.U.V	2.0 1.5 1.75 1.5 0.8	kut̪roː	0	215	Dog:215
57390	56_dog	Dog	LABHANIOFBERAR	LABHANI_OF_BERAR	kwatrā	kwatrā	k w ʌ t̪ r ʌː	lamb1269		16.5734	76.9717		1 6 7 1 5 7	ACXBCZ	KWETRE	58	58.K.C 58.W.C 58.E.V 58.T.C 58.R.C 58.E.V	2.0 1.5 1.5 1.75 1.5 0.8	kwʌt̪rʌː	0	215	Dog:215
57391	56_dog	Dog	KHANDESI	KHANDESI	kutrā	kutrā	k u t̪ r ʌː	khan1272		21.3181	74.142		1 7 1 5 7	AXBCZ	KYTRE	50	50.K.C 50.Y.V 50.T.C 50.R.C 50.E.V	2.0 1.5 1.75 1.5 0.8	kut̪rʌː	0	215	Dog:215
57392	56_dog	Dog	BHILI	BHILI	kutᵃrũ	kutᵃrũ	k u t̪ ă r ũ	bhil1251		20.85	73.9592		1 7 1 7 5 7	AXBYBZ	KYTARY	11	11.K.C 11.Y.V 11.T.C 11.A.V 11.R.C 11.Y.V	2.0 1.5 1.75 1.3 1.75 0.8	kut̪ărũ	0	215	Dog:215
57393	56_dog	Dog	EASTERNPAHARIORKHASKURA	EASTERN_PAHARI_OR_KHAS_KURA	kukur	kukur	k u k u r	nepa1254		28.0	85.0		1 7 1 7 5	AXBYN	KYKYR	33	33.K.C 33.Y.V 33.K.C 33.Y.V 33.R.c	2.0 1.5 1.75 1.3 0.8	kukur	0	215	Dog:215
57394	56_dog	Dog	CENTRALPAHARIKUMAUNI	CENTRAL_PAHARI_KUMAUNI	kukur	kukur	k u k u r	kuma1273		29.5622	80.0171		1 7 1 7 5	AXBYN	KYKYR	17	17.K.C 17.Y.V 17.K.C 17.Y.V 17.R.c	2.0 1.5 1.75 1.3 0.8	kukur	0	215	Dog:215
57395	56_dog	Dog	GARHWALI	GARHWALI	kuttā	kuttā	k u t̪ t̪ ʌː	garh1243		30.5061	78.7201		1 7 1 1 7	AXMBZ	KYTTE	35	35.K.C 35.Y.V 35.T.c 35.T.C 35.E.V	2.0 1.5 1.1 1.75 0.8	kut̪t̪ʌː	0	215	Dog:215
57396	56_dog	Dog	WESTERNPAHARIJAUNSARI	WESTERN_PAHARI_JAUNSARI	kukur	kukur	k u k u r	jaun1243		30.5587	77.9084		1 7 1 7 5	AXBYN	KYKYR	109	109.K.C 109.Y.V 109.K.C 109.Y.V 109.R.c	2.0 1.5 1.75 1.3 0.8	kukur	0	215	Dog:215
57397	56_dog	Dog	SIRMAURI	SIRMAURI	kūkar	kūkar	k uː k ʌ r	sirm1239		31.1	77.17		1 7 1 7 5	AXBYN	KYKER	99	99.K.C 99.Y.V 99.K.C 99.E.V 99.R.c	2.0 1.5 1.75 1.3 0.8	kuːkʌr	0	215	Dog:215
57398	56_dog	Dog	BAGHATI	BAGHATI	kuttā	kuttā	k u t̪ t̪ ʌː	bagh1249					1 7 1 1 7	AXMBZ	KYTTE	3	3.K.C 3.Y.V 3.T.c 3.T.C 3.E.V	2.0 1.5 1.1 1.75 0.8	kut̪t̪ʌː	0	215	Dog:215
57399	56_dog	Dog	KIUTHALI	KIUTHALI	kukkar	kukkar	k u k k ʌ r	kiun1241					1 7 1 1 7 5	AXMBYN	KYKKER	54	54.K.C 54.Y.V 54.K.c 54.K.C 54.E.V 54.R.c	2.0 1.5 1.1 1.75 1.3 0.8	kukkʌr	0	215	Dog:215
57400	56_dog	Dog	KIUTHALI	KIUTHALI	sakārī	sakārī	s ʌ k ʌː r iː	kiun1241					3 7 1 7 5 7	AXBYBZ	SEKERI	54	54.S.C 54.E.V 54.K.C 54.E.V 54.R.C 54.I.V	2.0 1.5 1.75 1.3 1.75 0.8	sʌkʌːriː	0	215	Dog:215
57401	56_dog	Dog	SHODOCHI	SHODOCHI	kūkar	kūkar	k uː k ʌ r	maha1287		31.0088	77.5317		1 7 1 7 5	AXBYN	KYKER	95	95.K.C 95.Y.V 95.K.C 95.E.V 95.R.c	2.0 1.5 1.75 1.3 0.8	kuːkʌr	0	215	Dog:215
57402	56_dog	Dog	KULUI	KULUI	kuttā	kuttā	k u t̪ t̪ ʌː	kllu1238					1 7 1 1 7	AXMBZ	KYTTE	57	57.K.C 57.Y.V 57.T.c 57.T.C 57.E.V	2.0 1.5 1.1 1.75 0.8	kut̪t̪ʌː	0	215	Dog:215
57403	56_dog	Dog	MANDEALI	MANDEALI	kuttā	kuttā	k u t̪ t̪ ʌː	mand1409		31.5425	77.0419		1 7 1 1 7	AXMBZ	KYTTE	64	64.K.C 64.Y.V 64.T.c 64.T.C 64.E.V	2.0 1.5 1.1 1.75 0.8	kut̪t̪ʌː	0	215	Dog:215
57404	56_dog	Dog	CHAMEALI	CHAMEALI	kuttā	kuttā	k u t̪ t̪ ʌː	cham1307		32.5476	76.1796		1 7 1 1 7	AXMBZ	KYTTE	19	19.K.C 19.Y.V 19.T.c 19.T.C 19.E.V	2.0 1.5 1.1 1.75 0.8	kut̪t̪ʌː	0	215	Dog:215
57405	56_dog	Dog	GADI	GADI	kutr	kutr	k u t̪ r	gadi1238					1 7 1 5	AXBC	KYTR	34	34.K.C 34.Y.V 34.T.C 34.R.C	2.0 1.5 1.75 1.5	kut̪r	0	215	Dog:215
57406	56_dog	Dog	GADI	GADI	kutār	kutār	k u t̪ ʌː r	gadi1238					1 7 1 7 5	AXBYN	KYTER	34	34.K.C 34.Y.V 34.T.C 34.E.V 34.R.c	2.0 1.5 1.75 1.3 0.8	kut̪ʌːr	0	215	Dog:215
57407	56_dog	Dog	PANGWALI	PANGWALI	kuttar	kuttar	k u t̪ t̪ ʌ r	pang1282		32.9753	76.5569		1 7 1 1 7 5	AXMBYN	KYTTER	77	77.K.C 77.Y.V 77.T.c 77.T.C 77.E.V 77.R.c	2.0 1.5 1.1 1.75 1.3 0.8	kut̪t̪ʌr	0	215	Dog:215
57408	56_dog	Dog	BHADRAWAHI	BHADRAWAHI	kutar	kutar	k u t̪ ʌ r	bhad1241		33.2851	75.8707		1 7 1 7 5	AXBYN	KYTER	10	10.K.C 10.Y.V 10.T.C 10.E.V 10.R.c	2.0 1.5 1.75 1.3 0.8	kut̪ʌr	0	215	Dog:215
57409	56_dog	Dog	PADARI	PADARI	kōtar	kōtar	k oː t̪ ʌ r	pada1256					1 7 1 7 5	AXBYN	KUTER	75	75.K.C 75.U.V 75.T.C 75.E.V 75.R.c	2.0 1.5 1.75 1.3 0.8	koːt̪ʌr	0	215	Dog:215
20252	106_down	Down	AVESTAN	AVESTAN	hacha-aδairi	hacha-aδairi	h ʌ tʃ ʌ + ʌ ð ai r i	aves1237		31.541	53.633		3 7 1 7 9 7 3 7 5 7	AXBZ_XBYBZ	HETE_EDARI	2	2.H.C 2.E.V 2.T.C 2.E.V 2._._ 2.E.V 2.D.C 2.A.V 2.R.C 2.I.V	2.0 1.5 1.75 0.8 0.0 1.5 1.75 1.3 1.75 0.8	hʌtʃʌ+ʌðairi	0	221	Down:221
20253	106_down	Down	PAHLAVI	PAHLAVI	ažēr	ažēr	ʌ ʒ eː r	pahl1241		30.06	52.7		7 3 7 5	XBYN	ESER	76	76.E.V 76.S.C 76.E.V 76.R.c	1.5 1.75 1.3 0.8	ʌʒeːr	0	228	Down:228
20254	106_down	Down	PERSIAN	PERSIAN	zīr	zīr	z iː r	west2369		32.9	53.3		3 7 5	AXN	SIR	83	83.S.C 83.I.V 83.R.c	2.0 1.5 0.8	ziːr	0	228	Down:228
20255	106_down	Down	PASHTOOFPESHAWAR	PASHTO_OF_PESHAWAR	ꭓ́ata	ꭓ́ata	x ʌ t̪ ʌ	nort2646		34.0	71.33		3 7 1 7	AXBZ	GETE	82	82.G.C 82.E.V 82.T.C 82.E.V	2.0 1.5 1.75 0.8	xʌt̪ʌ	0	221	Down:221
20256	106_down	Down	PASHTOOFPESHAWAR	PASHTO_OF_PESHAWAR	ꭓ́kata	ꭓ́kata	x k ʌ t̪ ʌ	nort2646		34.0	71.33		3 1 7 1 7	ACYBZ	GKETE	82	82.G.C 82.K.C 82.E.V 82.T.C 82.E.V	2.0 1.5 1.3 1.75 0.8	xkʌt̪ʌ	0	221	Down:221
20257	106_down	Down	WAZIRI	WAZIRI	kīz	kīz	k iː z	cent1973		31.9153	69.4529		1 7 3	AXN	KIS	107	107.K.C 107.I.V 107.S.c	2.0 1.5 0.8	kiːz	0	225	Down:225
20258	106_down	Down	PASHTOOFKANDAHAR	PASHTO_OF_KANDAHAR	kšata	kšata	k ʃ ʌ t̪ ʌ	sout2649		37.17	68.25		1 3 7 1 7	ACXBZ	KSETE	81	81.K.C 81.S.C 81.E.V 81.T.C 81.E.V	2.0 1.5 1.5 1.75 0.8	kʃʌt̪ʌ	0	221	Down:221
20259	106_down	Down	PASHTOOFKANDAHAR	PASHTO_OF_KANDAHAR	zawar	zawar	z ʌ w ʌ r	sout2649		37.17	68.25		3 7 6 7 5	AXBYN	SEWER	81	81.S.C 81.E.V 81.W.C 81.E.V 81.R.c	2.0 1.5 1.75 1.3 0.8	zʌwʌr	0	228	Down:228
20260	106_down	Down	ORMURI	ORMURI	dzēm	dzēm	dz eː m	ormu1247		32.6819	69.3444		2 7 4	AXN	CEM	74	74.C.C 74.E.V 74.M.c	2.0 1.5 0.8	dzeːm	0	227	Down:227
20261	106_down	Down	BALOCHIMAKRANI	BALOCHI_MAKRANI	jahlā	jahlā	dʑ ʌ h l ʌː	sout2642		26.0	64.0		2 7 3 5 7	AXBCZ	CEHLE	5	5.C.C 5.E.V 5.H.C 5.L.C 5.E.V	2.0 1.5 1.75 1.5 0.8	dʑʌhlʌː	0	220	Down:220
20262	106_down	Down	BALOCHIMAKRANI	BALOCHI_MAKRANI	būnā	būnā	b uː n̪ ʌː	sout2642		26.0	64.0		1 7 4 7	AXBZ	PYNE	5	5.P.C 5.Y.V 5.N.C 5.E.V	2.0 1.5 1.75 0.8	buːn̪ʌː	0	222	Down:222
